from	to
MRPL20	SAE1
MRPL20	PARP15
MRPL20	CCT7
MRPL20	HLA-DRB1
MRPL20	SORBS3
MRPL20	NCF4
MRPL20	GTF3C6
MRPL20	ZNF107
VIM	UHRF2
VIM	LETMD1
VIM	FOSL2
VIM	ZNF250
VIM	ANKZF1
VIM	CCNI
VIM	UNC5CL
VIM	ZNF699
VIM	ZNF396
VIM	PPP2R5C
VIM	FBXO21
ZDHHC24	AP2A1
ZDHHC24	PIAS3
ZDHHC24	INTS1
RAB17	MGC27345
RAB17	UCHL1
RAB17	VPS37B
RAB17	CDK5R1
RAB17	QPCT
RAB17	IGFN1
RAB17	RNASEH2C
RAB17	FBLN5
RSF1	FBXW11
RSF1	PPP2R2A
RSF1	ZCCHC6
RSF1	SEC24B
RSF1	SMPD4
RSF1	TMUB2
RSF1	NRD1
RSF1	WAC
RSF1	FAM160B2
RSF1	LMBR1
RSF1	CDKN1C
RSF1	LOC441155
RSF1	PJA2
RSF1	DLX4
RSF1	ASPRV1
RSF1	MFAP1
LAMP1	PLCH1
LAMP1	LRG1
LAMP1	HARBI1
LAMP1	TMEM138
LAMP1	CD68
LAMP1	C22orf23
LAMP1	CD244
LAMP1	GRAMD3
LAMP1	TSPAN9
LAMP1	FANCL
PTPRF	PLCH1
PTPRF	LRG1
PTPRF	HARBI1
PTPRF	CDC7
PTPRF	CD2
PTPRF	CD244
PTPRF	GRAMD3
PAFAH2	DHRS4
PAFAH2	RCL1
PAFAH2	CHRNB1
SMAD7	IQCG
SMAD7	SYNCRIP
SMAD7	PSMC3
SMAD7	C12orf49
SMAD7	CCDC53
SMAD7	ANXA11
SMAD7	MPP7
SMAD7	CHAC2
SMAD7	MGC72080
KIAA1804	EEF2
KIAA1804	CCNG2
KIAA1804	FAM175B
KIAA1804	SLC27A3
KIAA1804	WDR74
KIAA1804	HMGCL
KIAA1804	HEATR1
KIAA1804	AMY2B
KIAA1804	KCNH3
KIAA1804	NPR1
KIAA1804	SHF
KIAA1804	FGL2
KIAA1804	CSNK2B
KIAA1804	ZNF282
KIAA1804	ZCCHC9
ST13	SLC25A36
ST13	RNF19A
ST13	FAM175B
ST13	RPS13
ST13	HIVEP3
ST13	CLK3
ST13	NFX1
ST13	FXR1
ST13	AMY2B
ST13	PDZD7
ST13	ZCCHC9
C3orf62	GMPPA
C3orf62	C7orf43
TAOK2	IDH3G
TAOK2	GMPPA
TAOK2	ILF3
TAOK2	CCDC85B
TAOK2	ARL6IP4
TAOK2	NAGPA
TAOK2	SCRIB
TAOK2	UBAC1
TAOK2	MASP2
TAOK2	CDH1
TAOK2	TBC1D10A
RNASEH2A	GMPPA
RNASEH2A	LYG1
RNASEH2A	FGD1
RNASEH2A	BCL9L
TMEM165	ERICH1
TMEM165	SLC41A1
TMEM165	PSMD14
TMEM165	TMEM127
TMEM165	ABCB1
TMEM165	BAG1
TMEM165	NEK11
TMEM165	LGALS8
TMEM165	FAR1
MTA3	IRF2BP2
MTA3	HIST1H3D
MTA3	EIF2S1
MTA3	TMCO3
MTA3	FBXO11
MTA3	VDAC2
KLHL20	PLEKHA8
KLHL20	ZNF747
KLHL20	TSHZ3
KLHL20	ZNF117
KLHL20	LRTOMT
KLHL20	DHX33
KLHL20	DDX52
KLHL20	ORMDL2
KLHL20	PARN
KLHL20	TAF2
TELO2	SMG6
TELO2	CIAPIN1
TELO2	ERC1
TELO2	PSMD11
ZNF532	SMG6
ZNF532	RABL2B
ZNF532	ERC1
ZNF532	BRMS1L
ZNF532	LCK
FAM131B	SMG6
FAM131B	ERC1
FAM131B	MICALCL
FAM131B	RFX3
FAM131B	CSPG4
FAM131B	TATDN2
FAM131B	RHOC
FAM131B	UBE2R2
FAM131B	CBX5
FEM1B	MED13
FEM1B	CYCS
FEM1B	ERAP1
FEM1B	LYN
FEM1B	LACTB
FEM1B	MXD1
FEM1B	ANXA5
FEM1B	MON1B
FEM1B	TSGA10
FEM1B	MYBPH
FEM1B	RRAGA
FEM1B	TNFRSF10A
FEM1B	OXSR1
FEM1B	KLHL8
FEM1B	MALAT1
FEM1B	KIAA1107
FEM1B	PURB
FEM1B	ERBB2IP
FEM1B	PHF5A
FEM1B	ZNF681
DECR2	MAN1A2
DECR2	SIPA1
DECR2	SHE
DECR2	JMJD8
DECR2	UBE2L3
DECR2	FLJ46906
DECR2	ITPA
DECR2	SRP9
DECR2	ATPAF2
DECR2	DOCK1
DECR2	ARMC6
DECR2	TIMM13
DECR2	TMEM26
DECR2	HCFC1
DECR2	ZDHHC23
NMT2	MAN1A2
NMT2	BCKDHB
NMT2	VHL
EEF1B2	PEX5L
EEF1B2	TSKS
EEF1B2	NUAK2
EEF1B2	ADCK5
EEF1B2	RPL8
EEF1B2	SMARCD3
EEF1B2	GFAP
EEF1B2	SENP8
EEF1B2	ERAL1
EEF1B2	ZNF598
RAB33B	C4orf32
RAB33B	GATAD1
RAB33B	SCNN1D
RAB33B	FAM8A1
RAB33B	STAM2
RAB33B	LEPROTL1
ACPP	C5orf15
ACPP	RBM4
ACPP	CRK
TTL	DLD
TTL	CCDC92
TTL	FCHSD2
TTL	RARG
TTL	MGAT2
ADI1	CCT3
ADI1	MED4
ADI1	CARD8
ADI1	MCM5
ADI1	NUP37
ADI1	TBC1D14
ADI1	ASL
ADI1	SRM
ADI1	CYTH3
ADI1	TBCE
ADI1	PRPSAP2
ADI1	NDRG3
ADI1	ZNF664
ADI1	FAM65A
ADI1	NEFH
ADI1	ZHX3
ADI1	BNIPL
ADI1	PXMP2
ADI1	GCDH
ADI1	POLE3
ADI1	TOMM22
ADI1	IDH2
ADI1	MICAL3
ADI1	IQCE
PIGU	SUCLA2
PIGU	HSP90B1
PIGU	ZNF512
PIGU	BUB3
PIGU	SNAPC4
PIGU	ADSL
PIGU	ZW10
PIGU	TMX3
PIGU	GSPT2
PIGU	GTPBP3
PIGU	MZF1
PIGU	HDAC3
PIGU	AGGF1
PIGU	LRRC14
PIGU	CCDC92
PIGU	CDK2AP2
PIGU	CLIC3
PIGU	TMLHE
PIGU	HYAL3
PIGU	POMT2
PIGU	NHP2L1
PIGU	TBC1D13
PIGU	ZNF626
PIGU	CPSF4
PIGU	ACAD9
PIGU	ZNF835
PIGU	ABCA3
PIGU	TRMT12
PIGU	ZDHHC7
PGM5	CTCF
PGM5	NEDD1
PGM5	ZNF28
PGM5	VPS37A
PGM5	C22orf23
PGM5	CMYA5
PGM5	ETHE1
PGM5	TPT1
PGM5	DGKH
LMAN2	NDUFA13
LMAN2	DCTN5
LMAN2	ZNF33A
LMAN2	MSN
LMAN2	ARAP2
LMAN2	NANP
LMAN2	RABGGTA
LMAN2	NADSYN1
MRPL3	NTHL1
MRPL3	GSN
MRPL3	EPN2
MRPL3	SORD
MRPL3	GZF1
MRPL3	RPS15
MRPL3	APBB1IP
STAT4	TMEM219
STAT4	DEDD
STAT4	SUPT5H
STAT4	HEATR6
STAT4	ZBTB24
C19orf70	TSKS
C19orf70	RPL8
C19orf70	SMARCD3
C19orf70	SENP8
C19orf70	ERAL1
C19orf70	ZNF598
LRFN4	ZNF324B
LRFN4	ANXA4
LRFN4	NDUFA10
LRFN4	USP28
GPATCH8	DNAJB2
GPATCH8	HLA-E
GPATCH8	ZNF181
GPATCH8	RMI1
GPATCH8	ACTA2
GPATCH8	ZNF324B
GPATCH8	C16orf13
GPATCH8	UBR4
GPATCH8	NOS1
GPATCH8	SPAG4
GPATCH8	PLEKHG3
GPATCH8	SYF2
GPATCH8	ANXA4
GPATCH8	NFATC3
GPATCH8	TROVE2
GPATCH8	TRIP10
GPATCH8	ZNF304
GPATCH8	NAGS
GPATCH8	GCC2
GPATCH8	SLU7
GPATCH8	BMI1
GPATCH8	KLHDC10
GPATCH8	RNF169
GPATCH8	RYBP
GPATCH8	ZNF597
GPATCH8	DDX24
GPATCH8	AOC2
GPATCH8	LPP
GPATCH8	STK24
GPATCH8	LEPR
GPATCH8	GPBP1L1
GPATCH8	MKRN1
GPATCH8	TCF20
GPATCH8	CCNT1
GPATCH8	EP400
GPATCH8	ZNF429
GPATCH8	USP28
MAN1A2	ZW10
MAN1A2	TMX3
MAN1A2	UBE2L3
MAN1A2	SWAP70
MAN1A2	COMMD10
MAN1A2	SNX24
MAN1A2	BCKDHB
MAN1A2	FCHSD2
MAN1A2	DHDDS
MAN1A2	PDLIM1
MAN1A2	ACTR2
MAN1A2	DOCK1
MAN1A2	OLFML3
MAN1A2	SYNE1
MAN1A2	SRGAP3
MAN1A2	PRKACB
MAN1A2	STARD13
MAN1A2	C5orf42
MAN1A2	AMOTL1
MAN1A2	SLC16A7
MAN1A2	ATG4C
MAN1A2	WDFY3
MAN1A2	FZD5
MAN1A2	MLC1
MAN1A2	SPCS3
MAN1A2	TCFL5
MAN1A2	HCFC1
SHROOM2	SH3YL1
SHROOM2	C5orf30
SHROOM2	SCAMP1
SHROOM2	MRPL19
SHROOM2	RPL10A
SHROOM2	CUTC
SHROOM2	RFWD2
SHROOM2	SLC18A2
SHROOM2	PWWP2A
SHROOM2	TMEM150C
SHROOM2	CAPZA1
SHROOM2	ATP7B
SHROOM2	NOP58
SHROOM2	PDCD5
C2orf44	C5orf30
C2orf44	RPUSD2
C2orf44	LANCL1
C2orf44	VPS35
C2orf44	SUZ12
C2orf44	CCT4
C2orf44	DOCK7
C2orf44	BMP8B
C2orf44	RPL10A
C2orf44	RPS24
C2orf44	GCN1L1
C2orf44	CUTC
C2orf44	FAHD2B
C2orf44	KHDRBS1
C2orf44	DNAJC19
C2orf44	RFWD2
C2orf44	ZNF30
C2orf44	TAF9
C2orf44	UBAC2
C2orf44	MTA1
C2orf44	RNF167
C2orf44	ARFGEF1
C2orf44	IMP3
C2orf44	SRPK1
C2orf44	ATP7B
C2orf44	CSE1L
C2orf44	NOP58
C2orf44	FBXO33
NUPL2	ZNF512
NUPL2	BUB3
NUPL2	SNAPC4
NUPL2	GSPT2
NUPL2	GTPBP3
NUPL2	MZF1
NUPL2	AGGF1
NUPL2	LRRC14
NUPL2	RABGAP1
NUPL2	CCDC92
NUPL2	MTMR10
NUPL2	FAM189B
NUPL2	CLIC3
NUPL2	PARP8
NUPL2	POMT2
NUPL2	TBC1D13
NUPL2	ZDHHC1
NUPL2	C5orf56
NUPL2	CPSF4
NUPL2	ACAD9
NUPL2	ZNF835
NUPL2	ABCA3
NUPL2	TRMT12
NUPL2	ZDHHC7
FIZ1	ZNF512
FIZ1	BUB3
FIZ1	SNAPC4
FIZ1	PHF23
FIZ1	GSPT2
FIZ1	SLC25A17
FIZ1	GTPBP3
FIZ1	FXYD2
FIZ1	MZF1
FIZ1	AGGF1
FIZ1	LRRC14
FIZ1	C5orf28
FIZ1	HARS
FIZ1	EIF3C
FIZ1	CLIC3
FIZ1	TMLHE
FIZ1	ZNF212
FIZ1	ZNF512B
FIZ1	POMT2
FIZ1	RFK
FIZ1	EIF2AK1
FIZ1	KBTBD11
FIZ1	PIP5K1A
FIZ1	TBC1D13
FIZ1	FAM58A
FIZ1	KDM3B
FIZ1	CPSF4
FIZ1	ACAD9
FIZ1	ZNF835
FIZ1	ABCA3
FIZ1	TRMT12
FIZ1	ZDHHC7
FIZ1	CBL
FIZ1	RPL35
WDR75	ZNF512
WDR75	BUB3
WDR75	SNAPC4
WDR75	VDAC3
WDR75	GSPT2
WDR75	TGOLN2
WDR75	GTPBP3
WDR75	MZF1
WDR75	AGGF1
WDR75	GNL2
WDR75	LRRC14
WDR75	HNRNPUL2
WDR75	CLIC3
WDR75	TROVE2
WDR75	METTL3
WDR75	MYO1C
WDR75	POMT2
WDR75	TBC1D13
WDR75	ANK1
WDR75	ZNF705A
WDR75	CPSF4
WDR75	ACAD9
WDR75	ZNF835
WDR75	ABCA3
WDR75	MCM3
WDR75	TRMT12
WDR75	ACTR2
WDR75	TMEM30A
WDR75	ZDHHC7
WDR75	ACTL6A
BLMH	DMD
BLMH	BYSL
BLMH	MRPL11
BLMH	LMNB2
BLMH	HSCB
BLMH	OAT
BLMH	TMED9
BLMH	UBE2E3
BLMH	INVS
BLMH	THYN1
BLMH	PHYH
BLMH	ZNF511
C2CD2	ZNF671
C2CD2	PRPF38B
CENPA	UHRF1
CENPA	CDC25A
CENPA	RORA
CENPA	KIAA1524
CENPA	PPP5C
CENPA	POLE2
NDUFA13	PTPN9
NDUFA13	DCTN5
NDUFA13	ZNF33A
NDUFA13	ARAP2
NDUFA13	CUL9
PIP5K1C	ADAT3
PIP5K1C	PPP2R1A
PIP5K1C	COX6B1
PIP5K1C	SPAG1
PIP5K1C	Sep-07
PIP5K1C	BAIAP3
PIP5K1C	RBMX
PIP5K1C	VEZT
PIP5K1C	OXTR
RPS6KA4	ADAT3
RPS6KA4	GALT
RPS6KA4	PAK1
RPS6KA4	ARRB1
RPS6KA4	SCAP
RPS6KA4	PPP2R1A
RPS6KA4	GPR89A
RPS6KA4	UCKL1
RPS6KA4	COX6B1
RPS6KA4	SPAG1
RPS6KA4	PIM2
RPS6KA4	PGP
RPS6KA4	Sep-07
RPS6KA4	PQBP1
RPS6KA4	RBMX
RPS6KA4	PDLIM2
RPS6KA4	PDDC1
RPS6KA4	TMC4
RPS6KA4	CTPS2
RPS6KA4	PITPNA
RPS6KA4	CCDC71
RPS6KA4	EPN1
RPS6KA4	ZNF335
RPS6KA4	OXTR
ZNF124	PWP2
ZNF124	SNURF
ZNF124	GAS6
ZNF124	EEFSEC
ZNF124	XYLB
ZNF124	FIS1
ZNF124	PITRM1
ZNF124	CASD1
ZNF124	ZNF551
ZNF124	FARS2
ZNF124	FUZ
ZNF124	PAAF1
ZNF124	RAB32
ZNF124	QARS
ZNF124	CHID1
ZNF124	XIST
ZNF124	NDFIP2
ZNF124	CD1E
ZNF124	PARP15
ZNF124	SRP14
ZNF124	COCH
ZNF124	CYP7B1
ZNF124	C14orf80
ZNF124	HRH1
ZNF124	FARP1
ZNF124	SLC7A8
ZNF124	SUCNR1
ZNF124	GSDMA
ZNF124	SLC46A3
ZNF124	KIAA0100
ZNF124	PACS2
ZNF124	NUDT1
ZNF124	HLA-DRA
ZNF124	ICA1L
ZNF124	VARS
ZNF124	HMBS
ZNF124	PATZ1
ZNF124	PMS1
ZNF124	NOC2L
ZNF124	ADRBK1
DNAJC10	CSGALNACT1
DNAJC10	SERPINB8
DNAJC10	LEPROT
DNAJC10	SFPQ
DNAJC10	CRYBB1
DNAJC10	C1R
DNAJC10	SLFN12L
DNAJC10	INO80C
DNAJC10	PLCL1
DNAJC10	MORN2
DNAJC10	VPS29
DNAJC10	EID3
ANKRD24	SH3RF3
ANKRD24	RBM15
ANKRD24	BIRC2
ANKRD24	B4GALT1
ANKRD24	HIST1H2BC
ANKRD24	Mar-05
ANKRD24	TSNAX
ANKRD24	FAM135A
ANKRD24	PI4KAP1
ANKRD24	HDGFRP3
ANKRD24	C15orf39
ANKRD24	TTTY15
ANKRD24	REEP3
ANKRD24	NHLRC3
ANKRD24	SYNM
NCOA4	C18orf54
NCOA4	SH3RF3
NCOA4	FAM135A
NCOA4	PI4KAP1
NCOA4	USP42
PCNT	RNF141
PCNT	ABCB7
PCNT	FAM122B
PCNT	RNPC3
PCNT	INTU
PCNT	SDHC
PCNT	ARSB
PCNT	DSTN
PCNT	NHEJ1
PCNT	RPA1
PCNT	NUP133
PCNT	ZC3HC1
PCNT	ERCC6
PCNT	PHYH
PCNT	ZNF174
PCNT	ENOPH1
PCNT	TJAP1
CHD1L	DTX1
CHD1L	NUP37
CHD1L	COX19
CHD1L	ALKBH4
CHD1L	TMEM67
CHD1L	FAM65A
CHD1L	VHL
CHD1L	CD3E
CHD1L	AGPAT3
CHD1L	HLA-DQB2
CHD1L	POLE3
CHD1L	CYFIP2
YIPF5	LYN
YIPF5	RNMT
YIPF5	ACO1
YIPF5	TMED7
YIPF5	RBM18
YIPF5	GIMAP8
YIPF5	TMEM33
YIPF5	KCTD9
YIPF5	UTP23
YIPF5	CDC40
YIPF5	MAP1LC3B
YIPF5	ABHD13
YIPF5	PPP3R1
YIPF5	PNRC2
FRAT2	PPP3R1
FRAT2	CCBL2
FRAT2	AKR1C2
CCDC14	SPAG5
CCDC14	HHAT
CCDC14	USP32
CCDC14	SLC35A1
CCDC14	EHBP1
CCDC14	SRGAP3
CCDC14	AMACR
CCDC14	MLC1
CCDC14	HECTD3
MEX3C	ZC3H6
MEX3C	RAB21
MEX3C	TRIM33
MEX3C	ZSCAN16
MEX3C	USP37
MEX3C	CCDC17
MEX3C	P4HA1
MEX3C	GLRX2
MEX3C	RAPGEF6
MEX3C	ADSS
MEX3C	EPRS
MEX3C	FGFR1OP2
MEX3C	ZNF17
MEX3C	PCNP
MEX3C	USP25
MEX3C	KPNB1
MEX3C	LIN54
MEX3C	FAM8A1
MEX3C	RALA
MEX3C	JRKL
MEX3C	ANKRD42
MEX3C	USP12
MEX3C	HYAL2
MEX3C	KCNIP4
MEX3C	DHX32
MEX3C	RB1CC1
MEX3C	DHX34
MEX3C	LCOR
MEX3C	PPIG
MEX3C	NR2C2AP
MEX3C	THAP2
MEX3C	TSPYL2
MEX3C	STK17B
MEX3C	SPG20
MEX3C	POLK
MEX3C	MTPN
MEX3C	CSNK1A1
MEX3C	GOSR1
MEX3C	SMEK1
ATXN7L3	ATP5J
ATXN7L3	PSMC4
ATXN7L3	ZNF416
ATXN7L3	ZBTB17
ATXN7L3	KIN
ATXN7L3	FAM76A
LIG4	ATP5J
LIG4	LRRC61
LIG4	SIRT7
LIG4	DERL1
LIG4	ZNF416
LIG4	NT5E
LIG4	SLC38A10
LIG4	BCL10
LIG4	SCYL3
LIG4	C18orf32
LIG4	C18orf21
LIG4	DOCK4
LIG4	C9orf47
LIG4	ZNF267
LIG4	MIER1
LIG4	AMD1
LIG4	HIPK1
LIG4	ZNF696
LIG4	FAM76A
RBM17	ARHGAP4
RBM17	ETFA
RBM17	ATPIF1
RBM17	TMEM9
RBM17	INTS8
RBM17	GALNT14
RBM17	GPRIN1
RBM17	NCL
MDFIC	NECAP1
MDFIC	EXD3
MDFIC	CCNDBP1
MDFIC	STK10
MDFIC	C9orf16
MDFIC	PAQR3
MDFIC	UFM1
MDFIC	RNF10
MDFIC	ZNF567
PSEN1	HOOK2
PSEN1	TTC8
PSEN1	RNF216
PSEN1	TP53BP1
STX10	SMPD4
STX10	VN1R1
STX10	SLC25A35
STX10	RPAP1
STX10	SECTM1
STX10	ASPRV1
FBXW11	SMPD4
FBXW11	TMUB2
FBXW11	NRD1
FBXW11	FAM160B2
FBXW11	ASPRV1
SLC25A36	ZNF274
SLC25A36	RNF19A
SLC25A36	KLHL24
SLC25A36	NUFIP2
SLC25A36	HIVEP3
SLC25A36	SRD5A1
SLC25A36	FXR1
SLC25A36	CEP57
SLC25A36	EIF3M
SLC25A36	ZNF160
SLC25A36	TRIM56
SLC25A36	BRWD3
SLC25A36	PAPOLG
SLC25A36	LCORL
SLC25A36	ZNF292
SLC25A36	THUMPD1
SLC25A36	Mar-06
SLC25A36	ZNF568
DPYD	ZNF274
DPYD	PRKAR1A
DPYD	FBXL16
DPYD	SIAH1
DPYD	WDR48
DPYD	ARMC10
IQSEC1	SESN1
IQSEC1	PIWIL4
DEF8	RNF175
DEF8	GNG10
DEF8	EPHB2
DEF8	ETFDH
DEF8	POP4
DEF8	ARHGAP27
GPR162	RECK
GPR162	USP15
GPR162	ZBTB34
GPR162	TMEM65
GPR162	ZNF770
GPR162	SYN1
GPR162	RAB5A
GPR162	HAVCR2
GPR162	GRK6
GPR162	MRS2
ENOX2	POLA1
ENOX2	PIN4
ENOX2	ORAOV1
ENOX2	TIMM8B
ENOX2	PIGY
ENOX2	DCTN3
DOLPP1	NCF2
DOLPP1	PHOSPHO1
DOLPP1	LSM8
DOLPP1	IQUB
DOLPP1	LRRC40
DOLPP1	CLCN4
DOLPP1	PIP5KL1
ZBTB7B	NCF2
ZBTB7B	LRRC40
Mar-01	ZCCHC6
Mar-01	WDR25
Mar-01	SETD3
Mar-01	OTUD5
APBA3	ZCCHC6
APBA3	RCE1
APBA3	ZBTB17
APBA3	WDR25
APBA3	RSPRY1
APBA3	ACBD5
APBA3	ERO1LB
PPP3CA	AP1M1
PPP3CA	KCTD10
PPP3CA	CD300C
PPP3CA	DNAJC17
PPP3CA	EXOSC9
PPP3CA	UTP18
PPP3CA	IFT74
PPP3CA	OSTC
NPL	KLRB1
NPL	SLC12A2
NPL	KCTD7
NPL	CROT
NPL	CMBL
NPL	CCT5
NPL	SDHC
NPL	KIAA0196
NPL	PNPO
NPL	CHIC1
NPL	SEMA4G
NPL	XRCC5
NPL	CDC7
NPL	IQGAP2
NPL	MINA
NPL	GZMA
NPL	NEDD4
NPL	FSTL1
NPL	GPR141
NPL	BDH2
NPL	ULK2
NPL	SCP2
NPL	TXNDC15
NPL	MTCH2
NPL	EXOC6
NPL	FAM151B
NPL	DUT
NPL	ATP5S
NPL	ATG4A
NPL	DCAF7
NPL	NAP1L5
NPL	NARS2
NPL	EIF2B1
SKAP2	PSMD14
SKAP2	PRMT2
SKAP2	NDUFB3
SKAP2	LMTK3
SKAP2	FAM35A
SKAP2	XPA
SKAP2	KIAA1524
SKAP2	PIGW
SKAP2	RUVBL1
SKAP2	CALM3
SKAP2	SNHG3
SKAP2	TMEM184B
SKAP2	QPCTL
PEBP1	TMEM156
PEBP1	SRD5A3
PEBP1	PABPN1
PEBP1	KLF13
PEBP1	TMEM175
PEBP1	TLR3
PEBP1	CAD
PEBP1	POLR1A
PEBP1	NUDT19
PEBP1	UGDH
HMGCR	STAR
HMGCR	DARS2
HMGCR	YY1AP1
HMGCR	CSNK1D
HMGCR	SLC10A7
RBM12B	RNF19A
RBM12B	INPP5E
RBM12B	ZNF415
RBM12B	ZNF570
RBM12B	UQCRH
RBM12B	AKR1E2
RBM12B	FBXL14
RBM12B	BCR
CACNA2D4	FAM24B
CACNA2D4	CLEC3B
CACNA2D4	PRPF40A
CACNA2D4	NEK1
CACNA2D4	RPS6KA2
CACNA2D4	PHC2
CACNA2D4	HPGDS
RNF141	ABCB7
RNF141	FAM122B
RNF141	RNPC3
RNF141	INTU
RNF141	SDHC
RNF141	ARSB
RNF141	DSTN
RNF141	NHEJ1
RNF141	RPA1
RNF141	HNRNPA3
RNF141	NUP133
RNF141	GPSM2
RNF141	ZC3HC1
RNF141	LMAN1
RNF141	PHYH
RNF141	PLAC8
RNF141	ENOPH1
RNF141	TJAP1
REC8	NEDD9
REC8	ANKRD11
REC8	ZMIZ1
REC8	FOSL1
MAML2	NEDD9
MAML2	YIPF1
MAML2	TRPS1
MAML2	STBD1
KLHL6	TSC22D3
KLHL6	NECAP1
KLHL6	TMCO6
KLHL6	ZNF230
KLHL6	TMEM106B
KLHL6	CLDND1
KLHL6	RAP2C
KLHL6	LRP12
KLHL6	NFAT5
KLHL6	NUDT4P1
KLHL6	ZUFSP
CYB5R1	IPO8
CYB5R1	ADAM9
CYB5R1	ARMCX1
CYB5R1	OAT
CYB5R1	CHFR
CYB5R1	B3GNT7
CYB5R1	NHLRC4
CYB5R1	ALS2
CYB5R1	SUMO3
CYB5R1	NDUFB6
CYB5R1	CCDC43
HAUS4	CPNE3
HAUS4	MCM6
HAUS4	ANKMY2
HAUS4	ADAMTS10
HAUS4	AKAP5
HAUS4	RASGRP4
HAUS4	HN1L
HAUS4	FAM78A
HAUS4	DUSP22
HAUS4	CASP2
HAUS4	TFDP2
CBX1	GNL3
CBX1	FAM122B
CBX1	RNPC3
CBX1	CPNE3
CBX1	INTU
CBX1	SDHC
CBX1	MCM6
CBX1	ARSB
CBX1	OTUD6B
CBX1	DSTN
CBX1	NUP133
CBX1	IARS2
CBX1	FKBP1B
CBX1	ZC3HC1
CBX1	SORD
CBX1	GZF1
CBX1	FBXW8
CBX1	TSEN54
CBX1	SUV39H2
CBX1	TJAP1
CBX1	PCCB
SNX1	FAM122B
SNX1	RNPC3
SNX1	LOC93622
SNX1	ASF1A
SNX1	CPNE3
SNX1	INTU
SNX1	CCDC88A
SNX1	PARP4
SNX1	SDHC
SNX1	UBE2Q2
SNX1	MCM6
SNX1	ARSB
SNX1	ARMCX6
SNX1	PPFIBP2
SNX1	DSTN
SNX1	NUP133
SNX1	AMIGO1
SNX1	ZC3HC1
SNX1	RBKS
SNX1	TJAP1
WFS1	RYR1
WFS1	PDGFA
WFS1	P4HTM
WFS1	ETV6
WFS1	DNAJC24
WFS1	FASTKD1
AUH	CSTF3
AUH	NSA2
AUH	FKBP7
PLCH1	LRG1
PLCH1	HARBI1
PLCH1	GLA
PLCH1	ZNRD1
PLCH1	GRAMD3
CSGALNACT1	SERPINB8
CSGALNACT1	SFPQ
CSGALNACT1	C1R
CSGALNACT1	INO80C
CSGALNACT1	PLCL1
CSGALNACT1	TECTA
EEF2	SNRNP200
EEF2	CCNG2
EEF2	C9orf116
EEF2	CDC16
EEF2	DDX55
EEF2	SLC27A3
EEF2	POLR1E
EEF2	OSGEPL1
EEF2	BRIX1
EEF2	NUP160
EEF2	SHF
EEF2	RPS14
EEF2	SRRM2
GNL3	MAF
GNL3	PDXP
GNL3	IMP4
GNL3	NTAN1
GNL3	RGS19
GNL3	OTUD6B
GNL3	MPP5
GNL3	ZCCHC24
GNL3	CSE1L
GNL3	LPAR5
GNL3	TSEN54
GNL3	DACT1
GNL3	SUV39H2
GNL3	BMP8A
GNL3	GLUD2
NFIL3	EIF4A2
NFIL3	MMP1
NFIL3	HMGN1
NFIL3	LOC113230
NFIL3	SOCS1
NFIL3	PPP1R3B
NFIL3	KCNH4
CSTF3	EIF4A2
CSTF3	NSA2
CSTF3	FKBP7
SOX13	AKAP2
SOX13	RBMS1
SOX13	STAG3
SOX13	CANT1
SOX13	ZSCAN5A
SOX13	RHOQ
SOX13	CAPNS2
SOX13	PDE3B
SOX13	RAB42
SOX13	GLRX2
SOX13	RASA2
SOX13	PGS1
SOX13	SLC8A1
SOX13	YIPF1
SOX13	PSMD4
SOX13	NUDT22
SOX13	NFKBIA
SOX13	TRPS1
SOX13	KLHL2
SOX13	KCNMA1
SOX13	C11orf45
SOX13	MYL6B
SOX13	SRGN
SERPINB8	LRG1
SERPINB8	SFPQ
SERPINB8	C1R
SERPINB8	INO80C
SERPINB8	PLCL1
SERPINB8	TECTA
SERPINB8	TRPM2
FAM126A	ZNF747
FAM126A	MRPL50
FAM126A	NCAPH
FAM126A	THOC3
FAM126A	TEAD2
CYTH1	TBC1D8
CYTH1	ZNF585B
CYTH1	DDX21
CYTH1	ADRA2B
CYTH1	DHX34
CYTH1	CTH
CYTH1	S100A16
CYTH1	DDX26B
CYTH1	SNX15
CYTH1	CNTNAP1
CYTH1	SPON2
SRP72	STAR
SRP72	NOL8
SRP72	GTF3C2
SRP72	RPIA
SRP72	PTCH2
SRP72	YY1AP1
TARS	NFE2L2
TARS	TRIM33
TARS	NFKBIB
TARS	PPP3CC
TARS	BRD7
TARS	TMEM132A
TARS	ERLIN1
CXorf38	TM7SF3
CXorf38	RUNDC3B
CXorf38	MFSD9
DPP3	ADSL
DPP3	COL14A1
DPP3	PRMT2
DPP3	TM7SF3
DPP3	CRYBB1
DPP3	HSD17B10
DPP3	SNRPE
DPP3	LMTK3
DPP3	EFTUD2
DPP3	DMD
DPP3	COMMD4
DPP3	TM9SF1
DPP3	FAM35A
DPP3	SIRT2
DPP3	CDC42SE1
DPP3	PNKP
DPP3	GTF2IRD2
DPP3	TGFBRAP1
DPP3	UROD
DPP3	TRIM45
DPP3	CACNB2
DPP3	TMEM184B
DPP3	PSMD9
TBC1D8B	ACOT2
TBC1D8B	NR1D2
TBC1D8B	CNN3
TBC1D8B	ZNF700
TBC1D8B	MAGEH1
TBC1D8B	CCNL2
TBC1D8B	SLC9A3R1
TBC1D8B	SYNJ2BP
