from	to
CDR2L	RAB10
CDR2L	ARPC5
CDR2L	C11orf84
CDR2L	ATXN2
CDR2L	BCL9
CDR2L	HINT1
CDR2L	CBR4
CDR2L	RBX1
CDR2L	PBX3
CDR2L	OSBPL5
CDR2L	C2orf44
CDR2L	WDR1
CDR2L	LOC93622
CDR2L	WRB
CDR2L	ASF1A
CDR2L	LANCL1
CDR2L	SPSB3
CDR2L	SUZ12
CDR2L	DOCK7
CDR2L	GTPBP3
CDR2L	BMP8B
CDR2L	GCN1L1
CDR2L	PTRH1
CDR2L	OTUD6B
CDR2L	FAHD2B
CDR2L	PPFIBP2
CDR2L	FDPS
CDR2L	KHDRBS1
CDR2L	DNAJC19
CDR2L	ZNF30
CDR2L	TAF9
CDR2L	UBAC2
CDR2L	RBL2
CDR2L	TCF3
CDR2L	AP2A2
CDR2L	RNF167
CDR2L	IMP3
CDR2L	TMCC2
CDR2L	COMTD1
CDR2L	CSE1L
CDR2L	FBXO41
CDR2L	RHPN1
CDR2L	SLC35F3
CDR2L	FAM69A
CDR2L	SYNGR2
CDR2L	JRK
CDR2L	RBKS
ANKRD29	FFAR2
ANKRD29	TNFAIP2
ANKRD29	FAM20A
ANKRD29	SHISA5
ANKRD29	KCNMB1
ANKRD29	FYB
ANKRD29	ATP1A1
ANKRD29	PGD
ANKRD29	IKBKE
ANKRD29	GALNT4
ANKRD29	PSME1
ANKRD29	LMF2
ANKRD29	NCOR1
ANKRD29	SERPINB9
ANKRD29	APOBEC3H
ANKRD29	PFDN1
ANKRD29	IRF9
ANKRD29	SP110
ANKRD29	SOS1
ANKRD29	WIPI1
ANKRD29	FLJ32255
ANKRD29	CEBPE
ANKRD29	NADK
ANKRD29	CIR1
ANKRD29	AHI1
ANKRD29	GRB2
ANKRD29	TBC1D22B
ANKRD29	PRDX5
ANKRD29	DGAT2
ANKRD29	PFKFB3
ANKRD29	SP140L
ANKRD29	STRN4
ANKRD29	CDK5RAP2
ANKRD29	PRPF6
ANKRD29	SGMS1
ANKRD29	STAG3
ANKRD29	CCDC50
ANKRD29	CANT1
ANKRD29	ZSCAN5A
ANKRD29	AVIL
ANKRD29	ISY1
ANKRD29	CAPNS2
ANKRD29	TBK1
ANKRD29	ILDR1
ANKRD29	RHOT2
ANKRD29	HIST1H2BK
ANKRD29	SLC8A1
ANKRD29	SLC9A8
CCL2	SEMA6B
CCL2	IFI44
CCL2	TSPAN14
CCL2	SLC5A3
CCL2	HOMER3
CCL2	TAF6
CCL2	OSTM1
CCL2	C14orf142
CCL2	MBD5
CCL2	SLC25A33
GLS	GSTP1
GLS	ARL4C
GLS	KAT2A
GLS	ARHGEF6
GLS	PTGS1
GLS	PGA5
GLS	SERPINF1
GLS	GOLPH3L
GLS	FES
GLS	KIAA0391
GLS	LRMP
GLS	REEP5
GLS	TRIM32
GLS	TDRKH
GLS	DOCK2
GLS	C16orf93
GLS	MCCC1
GLS	TPRG1L
GLS	PUS7L
GLS	NPEPPS
GLS	KLHDC3
GLS	NCKAP1L
GLS	HCN3
GLS	YPEL1
GLS	MMACHC
GLS	WDR6
GLS	UBL3
GLS	PDCD6IP
GLS	P2RY14
GLS	TNK2
GLS	SLC25A42
GLS	BCL9
GLS	CDK10
GLS	RNF125
GLS	MPHOSPH9
GLS	ZSCAN18
GLS	WDR75
GLS	HMGB1
GLS	VDAC3
GLS	ARL2
GLS	TGOLN2
GLS	GNL2
GLS	HNRNPUL2
GLS	TROVE2
GLS	METTL3
GLS	MYO1C
GLS	NEFH
GLS	ANK1
GLS	ZNF705A
GLS	MTFR1
GLS	DDX51
GLS	MCM3
GLS	TMEM30A
GLS	ACTL6A
GLS	PRSS3
MSR1	DRAM1
MSR1	SLC44A2
MSR1	OTUD1
MSR1	STOM
MSR1	HERC5
MSR1	LIMK2
MSR1	NRN1
MSR1	ALAS1
MSR1	UBE2J1
MSR1	GPD2
MSR1	BRSK1
MSR1	IFIT5
MSR1	ANKRD24
MSR1	NCOA4
MSR1	RNF13
MSR1	USP6NL
MSR1	LYN
MSR1	SH3RF3
MSR1	BIRC2
MSR1	B4GALT1
MSR1	ACO1
MSR1	HIST1H2BC
MSR1	TSNAX
MSR1	NEDD9
MSR1	APOBEC3F
MSR1	FAM135A
MSR1	PI4KAP1
MSR1	HDGFRP3
MSR1	MCTP2
MSR1	CD14
MSR1	C3AR1
MSR1	DYNLT3
MSR1	KCTD9
MSR1	UTP23
MSR1	PCSK6
MSR1	PGK1
MSR1	MESDC2
MSR1	MAP1LC3B
MSR1	NHLRC3
MSR1	UAP1
CLEC4A	SPINT2
CLEC4A	NMNAT3
CLEC4A	SLC39A10
CLEC4A	PGA3
CLEC4A	PNPLA7
CLEC4A	RASAL1
CLEC4A	FHOD1
CLEC4A	ARHGEF6
CLEC4A	PPP1R16A
CLEC4A	FRMD4A
CLEC4A	SLC38A6
CLEC4A	GPT
CLEC4A	P2RY11
CLEC4A	SLC12A9
CLEC4A	AMT
CLEC4A	CERK
CLEC4A	PAQR4
CLEC4A	SERPINF1
CLEC4A	RBPJ
CLEC4A	TOP1MT
CLEC4A	RXRA
CLEC4A	GOLPH3L
CLEC4A	FES
CLEC4A	PTPRO
CLEC4A	RPS23
CLEC4A	SNX29
CLEC4A	TUBA1A
CLEC4A	VENTX
CLEC4A	KIFC2
CLEC4A	LRMP
CLEC4A	INPP5D
CLEC4A	COL18A1
CLEC4A	REEP5
CLEC4A	SLC46A2
CLEC4A	TM7SF2
CLEC4A	GABARAPL2
CLEC4A	SUOX
CLEC4A	TRIM32
CLEC4A	TDRKH
CLEC4A	EPS8
CLEC4A	KIAA1522
CLEC4A	TRABD
CLEC4A	MAP3K6
CLEC4A	CCBL1
CLEC4A	SUB1
CLEC4A	DOCK2
CLEC4A	TMEM123
CLEC4A	MFSD3
CLEC4A	CSNK1E
CLEC4A	ZNF256
CLEC4A	PIK3R1
CLEC4A	TPRG1L
CLEC4A	TRIT1
CLEC4A	PPIC
CLEC4A	PITPNM1
CLEC4A	PUS7L
CLEC4A	KLHL22
CLEC4A	NME3
CLEC4A	NPEPPS
CLEC4A	TPST2
CLEC4A	ZFYVE21
CLEC4A	NOL12
CLEC4A	ZNF792
CLEC4A	HCN3
CLEC4A	DOCK10
CLEC4A	TIGD5
CLEC4A	EMILIN2
CLEC4A	NIPA1
CLEC4A	HYLS1
CLEC4A	TTYH2
CLEC4A	SMARCAD1
CLEC4A	SNRPN
CLEC4A	YPEL1
CLEC4A	MMACHC
CLEC4A	ARV1
CLEC4A	KTN1
CLEC4A	UBL3
CLEC4A	TRIM68
CLEC4A	P2RY14
CLEC4A	SLC25A42
CLEC4A	TARBP1
CLEC4A	BCL9
CLEC4A	TTC7A
CLEC4A	CDK10
CLEC4A	RNF125
CLEC4A	SUMO2
CLEC4A	RNF5P1
CLEC4A	FAM83H
CLEC4A	PIGU
CLEC4A	NUPL2
CLEC4A	FIZ1
CLEC4A	WDR75
CLEC4A	ZNF512
CLEC4A	BUB3
CLEC4A	SNAPC4
CLEC4A	SPSB3
CLEC4A	PIPOX
CLEC4A	VDAC3
CLEC4A	ARL2
CLEC4A	IMPDH1
CLEC4A	GSPT2
CLEC4A	SLC25A17
CLEC4A	TGOLN2
CLEC4A	GTPBP3
CLEC4A	FXYD2
CLEC4A	MZF1
CLEC4A	SGSH
CLEC4A	AGGF1
CLEC4A	GNL2
CLEC4A	LRRC14
CLEC4A	AKAP1
CLEC4A	HNRNPUL2
CLEC4A	FAM189B
CLEC4A	EIF3C
CLEC4A	CLIC3
CLEC4A	TROVE2
CLEC4A	METTL3
CLEC4A	ZNF212
CLEC4A	MYO1C
CLEC4A	ZNF512B
CLEC4A	PARP8
CLEC4A	POMT2
CLEC4A	RFK
CLEC4A	KBTBD11
CLEC4A	NHP2L1
CLEC4A	EFHD2
CLEC4A	TBC1D13
CLEC4A	ANK1
CLEC4A	FAM109A
CLEC4A	ZDHHC1
CLEC4A	ZNF705A
CLEC4A	KDM3B
CLEC4A	C5orf56
CLEC4A	CPSF4
CLEC4A	DDX51
CLEC4A	ACAD9
CLEC4A	ZNF835
CLEC4A	ABCA3
CLEC4A	PIGZ
CLEC4A	SORBS3
CLEC4A	TRMT12
CLEC4A	ZDHHC7
CLEC4A	CABIN1
CLEC4A	PPM1L
CLEC4A	FGD2
CLEC4A	STK32C
CLEC4A	RGS14
CLEC4A	MKL1
CLEC4A	SLA
CLEC4A	ACAP3
CLEC4A	MAZ
CLEC4A	CTNNBIP1
CLEC4A	ZNF48
CLEC4A	ARVCF
CLEC4A	TBC1D25
CLEC4A	ACTL6A
CLEC4A	RPL35
CLEC4A	PRSS3
CLEC4A	AGAP2
CLEC4A	LRSAM1
CCL15	NMNAT3
CCL15	COL24A1
MAT2A	NMNAT3
MAT2A	REPS2
MAT2A	SEMA4A
MAT2A	PLEKHH3
MAT2A	WBSCR27
MAT2A	BMP2K
MAT2A	ZFP14
MAT2A	MTR
F3	FFAR2
F3	DRAM1
F3	NAMPT
F3	BTG3
F3	SLC22A15
F3	OTUD1
F3	STOM
F3	PPP1R15B
F3	HIVEP1
F3	C12orf57
F3	CASP7
F3	SLC9A1
F3	LIMK2
F3	METTL9
F3	NRN1
F3	CNIH4
F3	BTN3A1
F3	BEX2
F3	TARS
F3	NFKBIZ
F3	ARMCX2
F3	ACO1
F3	BIN3
F3	USP25
F3	PDK3
F3	THAP10
F3	MCTP2
F3	SRBD1
F3	YTHDF3
F3	CD14
F3	TMEM132A
F3	DYNLT3
F3	TMEM33
F3	ENTHD1
F3	UTP23
F3	PCSK6
F3	RAB1A
F3	DGKG
F3	MAP1LC3B
F3	ABHD13
F3	UAP1
GIMAP5	FAM20A
GIMAP5	FYB
GIMAP5	ZYX
GIMAP5	CD37
GIMAP5	NINJ1
GIMAP5	CDA
GIMAP5	GALNT4
GIMAP5	PSME1
GIMAP5	HSD3B7
GIMAP5	FGR
GIMAP5	SELM
GIMAP5	RRP12
GIMAP5	CYB5R2
GIMAP5	LMF2
GIMAP5	PML
GIMAP5	NCOR1
GIMAP5	SERPINB9
GIMAP5	NDST1
GIMAP5	TCIRG1
GIMAP5	H1FX
GIMAP5	HELQ
GIMAP5	DUSP8
GIMAP5	ZNF438
GIMAP5	FLJ32255
GIMAP5	NLRP2
GIMAP5	CEBPE
GIMAP5	ZFPM1
GIMAP5	RASGRP1
GIMAP5	GMEB1
GIMAP5	AHI1
GIMAP5	PRDX5
GIMAP5	USF1
GIMAP5	PFKFB3
GIMAP5	IL32
GIMAP5	SOX13
GIMAP5	AKAP2
GIMAP5	RBMS1
GIMAP5	STAG3
GIMAP5	CANT1
GIMAP5	ZSCAN5A
GIMAP5	RHOQ
GIMAP5	FICD
GIMAP5	CAPNS2
GIMAP5	RAB42
GIMAP5	GLRX2
GIMAP5	RASA2
GIMAP5	PGS1
GIMAP5	SLC8A1
GIMAP5	YIPF1
GIMAP5	PSMD4
GIMAP5	NUDT22
GIMAP5	NFKBIA
GIMAP5	TRPS1
GIMAP5	SP100
GIMAP5	LIN52
GIMAP5	SRGN
FFAR2	TNFAIP2
FFAR2	FAM20A
FFAR2	BTG3
FFAR2	SHISA5
FFAR2	STOM
FFAR2	KCNMB1
FFAR2	FYB
FFAR2	ATP1A1
FFAR2	PGD
FFAR2	IKBKE
FFAR2	GALNT4
FFAR2	PSME1
FFAR2	DHRS9
FFAR2	ADORA2A
FFAR2	LMF2
FFAR2	SAT1
FFAR2	NCOR1
FFAR2	SERPINB9
FFAR2	APOBEC3H
FFAR2	CNIH4
FFAR2	PFDN1
FFAR2	IRF9
FFAR2	SP110
FFAR2	SOS1
FFAR2	WIPI1
FFAR2	FLJ32255
FFAR2	CEBPE
FFAR2	NADK
FFAR2	CIR1
FFAR2	COQ10B
FFAR2	AHI1
FFAR2	GRB2
FFAR2	TBC1D22B
FFAR2	PRDX5
FFAR2	DGAT2
FFAR2	PFKFB3
FFAR2	SP140L
FFAR2	STRN4
FFAR2	CDK5RAP2
FFAR2	PRPF6
FFAR2	SGMS1
FFAR2	STAG3
FFAR2	CCDC50
FFAR2	CANT1
FFAR2	ZSCAN5A
FFAR2	AVIL
FFAR2	GRIN3A
FFAR2	ISY1
FFAR2	PSMA4
FFAR2	CAPNS2
FFAR2	TBK1
FFAR2	ILDR1
FFAR2	RHOT2
FFAR2	C20orf24
FFAR2	HIST1H2BK
FFAR2	SLC8A1
FFAR2	CLN5
FFAR2	HIST2H2BF
FFAR2	IL23A
FFAR2	ENTHD1
FFAR2	ATP6V1H
FFAR2	ERP44
FFAR2	POLI
FFAR2	SLC9A8
DRAM1	APOL6
DRAM1	CCL3
DRAM1	C5AR1
DRAM1	SLC43A3
DRAM1	MTF1
DRAM1	PLSCR1
DRAM1	TRIM21
DRAM1	OTUD1
DRAM1	MYO1G
DRAM1	IGF2BP3
DRAM1	STOM
DRAM1	LMNB1
DRAM1	SLC31A2
DRAM1	FBXO15
DRAM1	MLPH
DRAM1	RILPL2
DRAM1	ICAM3
DRAM1	SPATA13
DRAM1	LAIR1
DRAM1	PANX1
DRAM1	FKBP15
DRAM1	B3GNT2
DRAM1	PARP10
DRAM1	CASP7
DRAM1	H1F0
DRAM1	CTRL
DRAM1	PNPLA2
DRAM1	NRN1
DRAM1	MR1
DRAM1	NXF1
DRAM1	P2RX4
DRAM1	FLOT1
DRAM1	RANBP6
DRAM1	BET1L
DRAM1	NEXN
DRAM1	S100A11
DRAM1	PNPLA8
DRAM1	SFMBT2
DRAM1	PDE7A
DRAM1	PPP1R11
DRAM1	IL10RB
DRAM1	ACSL5
DRAM1	PAF1
DRAM1	AOC3
DRAM1	MYO1F
DRAM1	BBX
DRAM1	SEMA4B
DRAM1	COQ10B
DRAM1	HMOX2
DRAM1	NRP2
DRAM1	GPD2
DRAM1	ASAH1
DRAM1	SARDH
DRAM1	ECD
DRAM1	SLC7A6OS
DRAM1	XBP1
DRAM1	IFIT5
DRAM1	CBX3
DRAM1	NIN
DRAM1	FEM1B
DRAM1	YIPF5
DRAM1	MED13
DRAM1	CYCS
DRAM1	RNF13
DRAM1	ERAP1
DRAM1	LYN
DRAM1	UHRF1
DRAM1	GPHN
DRAM1	ACO1
DRAM1	C20orf24
DRAM1	ANXA5
DRAM1	TMED7
DRAM1	TSGA10
DRAM1	MYBPH
DRAM1	RRAGA
DRAM1	TNFRSF10A
DRAM1	AKAP7
DRAM1	ENTHD1
DRAM1	UTP23
DRAM1	DLAT
DRAM1	MAPK8
DRAM1	MAP1LC3B
DRAM1	HEY1
DRAM1	PNRC2
GSTP1	ARL4C
GSTP1	KAT2A
GSTP1	NAAA
GSTP1	PTGS1
GSTP1	AP1B1
GSTP1	CLEC11A
GSTP1	PGA5
GSTP1	FES
GSTP1	KIAA0391
GSTP1	MXD4
GSTP1	HMOX1
GSTP1	AHCY
GSTP1	MAP3K6
GSTP1	SCN9A
GSTP1	WDR81
GSTP1	DNASE1L3
GSTP1	C11orf24
GSTP1	PDHB
GSTP1	MCCC1
GSTP1	PARP1
GSTP1	KLHDC3
GSTP1	NCKAP1L
GSTP1	RAB35
GSTP1	MAN1C1
GSTP1	PXN
GSTP1	WDR6
GSTP1	AP2M1
GSTP1	PDCD6IP
GSTP1	P2RY14
GSTP1	TARBP2
GSTP1	TNK2
GSTP1	TTC12
GSTP1	HDAC10
GSTP1	BLVRB
GSTP1	SLC25A42
GSTP1	MTA2
GSTP1	NDRG2
GSTP1	CRYL1
GSTP1	MPHOSPH9
GSTP1	CLTC
GSTP1	ZSCAN18
GSTP1	HMGB1
GSTP1	EEFSEC
GSTP1	GALT
GSTP1	ZDHHC18
GSTP1	DCAKD
GSTP1	SCAP
GSTP1	UCKL1
GSTP1	QARS
GSTP1	AP2A1
GSTP1	SIRT2
GSTP1	TMEM14A
GSTP1	C9orf139
GSTP1	DDX54
GSTP1	ABHD14A
GSTP1	MCM3
GSTP1	AFF3
GSTP1	PQBP1
GSTP1	TMEM30A
GSTP1	C14orf80
GSTP1	SLC7A8
GSTP1	CST3
GSTP1	TSPAN15
GSTP1	KIAA0100
GSTP1	PACS2
GSTP1	HLA-DQB1
GSTP1	CORO7
GSTP1	SLC4A11
GSTP1	ICA1L
GSTP1	ARRDC1
GSTP1	NR6A1
GSTP1	RNPEPL1
GSTP1	DPH2
GSTP1	VARS
GSTP1	PDDC1
GSTP1	CTBP1
GSTP1	KCTD1
GSTP1	UBL7
GSTP1	EPN1
GSTP1	AAAS
GSTP1	WBSCR16
GSTP1	COG4
GSTP1	NOC2L
GSTP1	TMEM129
TCF7L2	FCAR
TCF7L2	C5AR1
TCF7L2	CEBPB
TCF7L2	CD82
TCF7L2	SLC44A2
TCF7L2	PCK2
TCF7L2	PLSCR1
TCF7L2	SLC22A15
TCF7L2	HIVEP1
TCF7L2	DLEU7
TCF7L2	SP140
TCF7L2	ABHD5
TCF7L2	CDA
TCF7L2	EMP1
TCF7L2	NMB
TCF7L2	LYZ
TCF7L2	SLC1A4
TCF7L2	LAIR1
TCF7L2	BCAT1
TCF7L2	ITPRIP
TCF7L2	KYNU
TCF7L2	TAGLN2
TCF7L2	ARL4A
TCF7L2	GIMAP4
TCF7L2	SQRDL
TCF7L2	METTL9
TCF7L2	MR1
TCF7L2	PIK3AP1
TCF7L2	SAV1
TCF7L2	IRAK3
TCF7L2	MITF
TCF7L2	SPRY2
TCF7L2	EML4
TCF7L2	PLAGL2
TCF7L2	LRRK2
TCF7L2	FAM107B
TCF7L2	PCGF1
TCF7L2	MBD2
TCF7L2	CRTAM
TCF7L2	PDE7A
TCF7L2	IL10RB
TCF7L2	TLR2
TCF7L2	UBAP1
TCF7L2	AHI1
TCF7L2	FOXN2
TCF7L2	LONRF3
TCF7L2	ECD
TCF7L2	SPP1
TCF7L2	SLC15A4
TCF7L2	DPY19L3
TCF7L2	MAP4K3
TCF7L2	CBX3
TCF7L2	TREM1
TCF7L2	SDCBP
TCF7L2	ACSL4
TCF7L2	FAM21C
TCF7L2	GUCY1B3
TCF7L2	MEFV
TCF7L2	KIAA1407
TCF7L2	CLEC2B
TCF7L2	CLEC12B
TCF7L2	GSTO1
TCF7L2	GYPC
TCF7L2	ZNF410
TCF7L2	MGAM
TCF7L2	FAM20C
TCF7L2	OXSR1
TCF7L2	CLU
TCF7L2	DCHS1
TCF7L2	DIXDC1
TCF7L2	SH3BP5
TCF7L2	RASSF8
TCF7L2	ACVR1B
TCF7L2	ARHGAP5
TCF7L2	SAP30
TCF7L2	ARFGAP3
TCF7L2	HSPA13
TCF7L2	IMPAD1
TCF7L2	CHST11
TCF7L2	CHSY1
TCF7L2	IFNAR1
TCF7L2	ARL8B
TCF7L2	GGCX
TCF7L2	CHM
TCF7L2	EIF2AK3
TCF7L2	KIAA2018
TCF7L2	ATP6V1A
TCF7L2	EIF2B2
FBN2	EPAS1
FBN2	TLR5
FBN2	PVALB
FBN2	CAT
FBN2	C10orf128
FBN2	FMO5
FBN2	MS4A4A
FBN2	REXO2
FBN2	SQLE
FBN2	HSD17B7
FBN2	ZNF185
FBN2	CD33
FBN2	CFP
FBN2	PDCL3
FBN2	CSF2RA
FBN2	MPEG1
FBN2	NME1
FBN2	LIMA1
FBN2	FAM118B
FBN2	TTF2
FBN2	TRIM68
FBN2	SHCBP1
FBN2	GNPDA1
FBN2	MBNL3
FBN2	NPC2
FBN2	DMXL1
FBN2	MFGE8
FBN2	PBXIP1
FBN2	FBXL13
FBN2	ADH5
FBN2	CLTA
FBN2	TBCE
FBN2	PDIA4
FBN2	TOMM5
FBN2	ATRN
FBN2	MAP3K10
FBN2	BCCIP
FBN2	TIMP3
FBN2	ABHD14A
FBN2	PPHLN1
FBN2	CDK4
FBN2	PTPN11
FBN2	CYP2U1
FBN2	C14orf1
FBN2	POLR1B
FBN2	CENPP
FBN2	NUFIP1
FBN2	SNX11
FBN2	ZFYVE27
FBN2	RAB9A
TAP1	SAMD4A
TAP1	PSME1
TAP1	PARP10
TAP1	COQ9
TAP1	LYSMD2
TAP1	DENND5A
TAP1	CEBPE
TAP1	GABARAPL1
TAP1	USP42
TAP1	CTSO
SPINT2	NMNAT3
SPINT2	SLC39A10
SPINT2	PGA3
SPINT2	RASAL1
SPINT2	FHOD1
SPINT2	ARHGEF6
SPINT2	PPP1R16A
SPINT2	FRMD4A
SPINT2	SLC38A6
SPINT2	NAAA
SPINT2	AP1B1
SPINT2	P2RY11
SPINT2	AMT
SPINT2	CERK
SPINT2	PAQR4
SPINT2	SERPINF1
SPINT2	RBPJ
SPINT2	RXRA
SPINT2	GOLPH3L
SPINT2	FES
SPINT2	PTPRO
SPINT2	RPS23
SPINT2	SNX29
SPINT2	TUBA1A
SPINT2	VENTX
SPINT2	KIFC2
SPINT2	LRMP
SPINT2	INPP5D
SPINT2	COL18A1
SPINT2	REEP5
SPINT2	SLC46A2
SPINT2	MXD4
SPINT2	TM7SF2
SPINT2	GABARAPL2
SPINT2	SUOX
SPINT2	TRIM32
SPINT2	TDRKH
SPINT2	EPS8
SPINT2	KIAA1522
SPINT2	AHCY
SPINT2	TRABD
SPINT2	MAP3K6
SPINT2	CCBL1
SPINT2	SUB1
SPINT2	DOCK2
SPINT2	TMEM123
SPINT2	MFSD3
SPINT2	CSNK1E
SPINT2	SCN9A
SPINT2	WDR81
SPINT2	ZNF256
SPINT2	PIK3R1
SPINT2	TPRG1L
SPINT2	TRIT1
SPINT2	PPIC
SPINT2	PUS7L
SPINT2	KLHL22
SPINT2	NME3
SPINT2	NPEPPS
SPINT2	TPST2
SPINT2	ZFYVE21
SPINT2	NOL12
SPINT2	ZNF792
SPINT2	HCN3
SPINT2	DOCK10
SPINT2	TIGD5
SPINT2	EMILIN2
SPINT2	NIPA1
SPINT2	HYLS1
SPINT2	TTYH2
SPINT2	SMARCAD1
SPINT2	SNRPN
SPINT2	YPEL1
SPINT2	MMACHC
SPINT2	RAB35
SPINT2	MAN1C1
SPINT2	ARV1
SPINT2	PXN
SPINT2	AP2M1
SPINT2	KTN1
SPINT2	UBL3
SPINT2	TRIM68
SPINT2	DPP9
SPINT2	P2RY14
SPINT2	HDAC10
SPINT2	SLC25A42
SPINT2	TARBP1
SPINT2	BCL9
SPINT2	TTC7A
SPINT2	CDK10
SPINT2	RNF125
SPINT2	SUMO2
SPINT2	RNF5P1
SPINT2	FAM83H
SPINT2	LGALS1
SPINT2	PIGU
SPINT2	NUPL2
SPINT2	FIZ1
SPINT2	WDR75
SPINT2	PWP2
SPINT2	ZNF512
SPINT2	BUB3
SPINT2	SNAPC4
SPINT2	SURF6
SPINT2	GAS6
SPINT2	EEFSEC
SPINT2	PIPOX
SPINT2	VDAC3
SPINT2	ARL2
SPINT2	GSPT2
SPINT2	SLC25A17
SPINT2	TGOLN2
SPINT2	GTPBP3
SPINT2	FXYD2
SPINT2	MZF1
SPINT2	SGSH
SPINT2	AGGF1
SPINT2	GNL2
SPINT2	LRRC14
SPINT2	SCAP
SPINT2	AKAP1
SPINT2	HNRNPUL2
SPINT2	FAM189B
SPINT2	EIF3C
SPINT2	CLIC3
SPINT2	TROVE2
SPINT2	UCKL1
SPINT2	QARS
SPINT2	METTL3
SPINT2	ZNF212
SPINT2	MYO1C
SPINT2	ZNF512B
SPINT2	PARP8
SPINT2	POMT2
SPINT2	RFK
SPINT2	KBTBD11
SPINT2	NHP2L1
SPINT2	BAP1
SPINT2	TBC1D13
SPINT2	ANK1
SPINT2	FAM109A
SPINT2	ZDHHC1
SPINT2	ZNF705A
SPINT2	KDM3B
SPINT2	C5orf56
SPINT2	CPSF4
SPINT2	DDX51
SPINT2	CD1E
SPINT2	ACAD9
SPINT2	ZNF835
SPINT2	ABCA3
SPINT2	PIGZ
SPINT2	SORBS3
SPINT2	TRMT12
SPINT2	ZDHHC7
SPINT2	C14orf80
SPINT2	SLC7A8
SPINT2	PPM1L
SPINT2	GSDMA
SPINT2	FGD2
SPINT2	SMA5
SPINT2	RGS14
SPINT2	KIAA0100
SPINT2	MKL1
SPINT2	SLA
SPINT2	PACS2
SPINT2	ACAP3
SPINT2	ICA1L
SPINT2	VARS
SPINT2	PDDC1
SPINT2	MAZ
SPINT2	CTNNBIP1
SPINT2	PATZ1
SPINT2	PMS1
SPINT2	NOC2L
SPINT2	ADRBK1
SPINT2	ACTL6A
SPINT2	RPL35
SPINT2	PRSS3
SPINT2	LRSAM1
IRF8	DDX60
IRF8	CCL3
IRF8	TGM2
IRF8	SAMD4A
IRF8	DTX3L
IRF8	FAM20A
IRF8	TRIM21
IRF8	TRIM22
IRF8	CD83
IRF8	ALKBH7
IRF8	STAT2
IRF8	CYB5R2
IRF8	TRIM25
IRF8	CASP7
IRF8	CYB5A
IRF8	DPH3
IRF8	OXER1
IRF8	MRAS
IRF8	WTAP
IRF8	COQ10B
IRF8	TBC1D22B
IRF8	PGAM4
IRF8	SPPL2A
IRF8	C20orf24
IRF8	SAMD9
IRF8	DTNB
IRF8	ZSCAN29
IRF8	MDGA1
CCL22	IRF4
CCL22	NAGPA
CCL22	FA2H
IL1R1	SYT17
IL1R1	AOAH
IL1R1	PTPN4
IL1R1	CSF1R
IL1R1	AP3M2
IL1R1	SULF2
IL1R1	RP9
IL1R1	PTTG1IP
IL1R1	ST3GAL2
IL1R1	ZP3
IL1R1	DYNC1LI2
IL1R1	ZNF329
IL1R1	DDX31
IL1R1	SLC35E2
IL1R1	NOXA1
IL1R1	CAND1
IL1R1	RAB40C
IL1R1	ZNF667
IL1R1	TMEM102
IL1R1	HSPG2
IL1R1	ITGA1
IL1R1	MINK1
IL1R1	UBE2E1
DDX60	CCL3
DDX60	PARP14
DDX60	TNFAIP2
DDX60	DTX3L
DDX60	FAM20A
DDX60	TRIM21
DDX60	TRIM22
DDX60	STAT2
DDX60	CYB5R2
DDX60	TRIM25
DDX60	CASP7
DDX60	CYB5A
DDX60	DPH3
DDX60	SP110
DDX60	NADK
DDX60	WTAP
DDX60	COQ10B
DDX60	TBC1D22B
DDX60	PGAM4
DDX60	CDK5RAP2
DDX60	SPPL2A
DDX60	C20orf24
DDX60	SAMD9
DDX60	BCL2
DDX60	LPGAT1
DDX60	DTNB
DDX60	MDGA1
DDX60	ACOT9
TMEM173	NUPR1
TMEM173	GLRX
TMEM173	VASP
TMEM173	SPARC
TMEM173	CKS1B
TNF	LILRB3
TNF	CEBPB
TNF	SLC7A5
TNF	NRIP3
TNF	TNS3
TNF	RILPL2
TNF	ADM
TNF	SLC7A7
TNF	DFNA5
TNF	DUSP1
TNF	DNAJC5B
TNF	TNFAIP3
TNF	P2RX4
TNF	VPS37C
TNF	GPR68
TNF	ZNF438
TNF	PSMA6
TNF	SLC5A3
TNF	RAF1
TNF	SLC22A4
TNF	CRABP2
TNF	MAML2
TNF	AVIL
TNF	PLK3
TNF	TIMP1
TNF	CSRP2
TNF	IFNAR2
TNF	NEDD9
TNF	YIPF1
TNF	APLP2
TNF	ZDHHC5
TNF	MANBA
TNF	TRPS1
TNF	PLEKHG2
TNF	SEMA4D
TNF	UPP1
TNF	PDE4DIP
TNF	DENND5B
TNF	PTK2B
TNF	PRKCE
TNF	STBD1
TNF	SRA1
TNF	PTP4A2
TNF	SPIRE1
TNF	NKIRAS2
TNF	DDX19B
APOL6	SLC43A3
APOL6	DUSP6
APOL6	MTF1
APOL6	TRIM21
APOL6	PGAM1
APOL6	PNRC1
APOL6	FYB
APOL6	CKAP4
APOL6	PPP1R15B
APOL6	SPSB1
APOL6	SLC31A2
APOL6	TLR8
APOL6	MLPH
APOL6	RILPL2
APOL6	SLC7A7
APOL6	ICAM3
APOL6	FKBP15
APOL6	TLE3
APOL6	CTRL
APOL6	LIMK2
APOL6	PNPLA2
APOL6	FLOT1
APOL6	RANBP6
APOL6	S100A11
APOL6	PNPLA8
APOL6	SFMBT2
APOL6	EIF4E3
